"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"BMI ? 25 (age-standardized estimate)","20+","Belarus","Both sexes","2008","Europe","56.2 [39.4-70.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Belgium","Both sexes","2008","Europe","51.5 [43.4-58.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Belize","Both sexes","2008","Americas","71.0 [66.1-75.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Benin","Both sexes","2008","Africa","26.1 [22.0-30.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bhutan","Both sexes","2008","South-East Asia","24.4 [15.0-34.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bolivia (Plurinational State of)","Both sexes","2008","Americas","50.0 [41.9-58.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Bosnia and Herzegovina","Both sexes","2008","Europe","57.6 [51.2-63.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Botswana","Both sexes","2008","Africa","36.2 [31.3-40.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Brazil","Both sexes","2008","Americas","52.8 [48.5-56.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Brunei Darussalam","Both sexes","2008","Western Pacific","30.5 [15.1-47.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Bulgaria","Both sexes","2008","Europe","54.3 [47.6-60.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Burkina Faso","Both sexes","2008","Africa","13.0 [8.0-19.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Burundi","Both sexes","2008","Africa","15.3 [5.0-30.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Cambodia","Both sexes","2008","Western Pacific","12.7 [9.9-15.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cameroon","Both sexes","2008","Africa","37.5 [30.7-44.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Canada","Both sexes","2008","Americas","60.5 [57.2-63.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cape Verde","Both sexes","2008","Africa","37.6 [31.7-43.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Central African Republic","Both sexes","2008","Africa","16.9 [7.1-29.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Chad","Both sexes","2008","Africa","15.7 [9.9-22.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Chile","Both sexes","2008","Americas","64.9 [59.4-69.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","China","Both sexes","2008","Western Pacific","25.0 [21.4-28.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Colombia","Both sexes","2008","Americas","49.6 [45.4-53.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Comoros","Both sexes","2008","Africa","20.1 [10.3-32.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Congo","Both sexes","2008","Africa","22.1 [14.4-30.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cook Islands","Both sexes","2008","Western Pacific","90.6 [88.0-92.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Costa Rica","Both sexes","2008","Americas","59.6 [53.4-65.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Côte d'Ivoire","Both sexes","2008","Africa","26.9 [18.6-35.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Croatia","Both sexes","2008","Europe","53.2 [43.8-61.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cuba","Both sexes","2008","Americas","52.8 [44.4-60.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Cyprus","Both sexes","2008","Europe","55.9 [48.9-62.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Czech Republic","Both sexes","2008","Europe","61.7 [57.3-65.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Democratic People's Republic of Korea","Both sexes","2008","South-East Asia","17.4 [5.4-33.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Democratic Republic of the Congo","Both sexes","2008","Africa","10.5 [6.7-15.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Denmark","Both sexes","2008","Europe","48.4 [38.8-57.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Djibouti","Both sexes","2008","Eastern Mediterranean","33.9 [17.9-50.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Dominica","Both sexes","2008","Americas","56.7 [51.8-61.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Dominican Republic","Both sexes","2008","Americas","55.4 [46.7-63.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ecuador","Both sexes","2008","Americas","56.0 [46.6-64.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Egypt","Both sexes","2008","Eastern Mediterranean","69.8 [65.2-73.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","El Salvador","Both sexes","2008","Americas","62.5 [55.0-68.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Equatorial Guinea","Both sexes","2008","Africa","36.1 [18.1-54.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Eritrea","Both sexes","2008","Africa","10.7 [6.8-15.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Estonia","Both sexes","2008","Europe","51.0 [40.6-60.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ethiopia","Both sexes","2008","Africa","8.0 [5.3-11.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Fiji","Both sexes","2008","Western Pacific","66.6 [60.0-72.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Finland","Both sexes","2008","Europe","53.0 [48.3-57.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","France","Both sexes","2008","Europe","45.9 [41.1-50.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Gabon","Both sexes","2008","Africa","44.1 [37.7-50.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Gambia","Both sexes","2008","Africa","28.0 [19.6-37.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Georgia","Both sexes","2008","Europe","53.0 [36.2-68.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Germany","Both sexes","2008","Europe","54.8 [50.2-59.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ghana","Both sexes","2008","Africa","30.4 [26.9-34.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Greece","Both sexes","2008","Europe","49.1 [41.7-56.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Grenada","Both sexes","2008","Americas","56.0 [41.3-69.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Guatemala","Both sexes","2008","Americas","53.9 [46.4-61.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Guinea","Both sexes","2008","Africa","21.5 [12.2-32.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Guinea-Bissau","Both sexes","2008","Africa","21.1 [8.5-36.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Guyana","Both sexes","2008","Americas","44.7 [28.2-60.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Haiti","Both sexes","2008","Americas","32.0 [20.9-43.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Honduras","Both sexes","2008","Americas","52.4 [44.3-60.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Hungary","Both sexes","2008","Europe","57.7 [47.1-67.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iceland","Both sexes","2008","Europe","56.4 [46.3-65.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","India","Both sexes","2008","South-East Asia","11.2 [9.1-13.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Indonesia","Both sexes","2008","South-East Asia","20.7 [16.2-25.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iran (Islamic Republic of)","Both sexes","2008","Eastern Mediterranean","55.0 [51.6-58.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Iraq","Both sexes","2008","Eastern Mediterranean","65.2 [60.1-69.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ireland","Both sexes","2008","Europe","60.9 [57.1-64.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Israel","Both sexes","2008","Europe","60.1 [55.9-64.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Italy","Both sexes","2008","Europe","49.2 [44.2-53.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Jamaica","Both sexes","2008","Americas","56.2 [52.1-60.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Japan","Both sexes","2008","Western Pacific","22.4 [19.6-25.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Jordan","Both sexes","2008","Eastern Mediterranean","68.8 [66.0-71.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kazakhstan","Both sexes","2008","Europe","56.7 [45.5-65.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kenya","Both sexes","2008","Africa","20.5 [14.0-29.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kiribati","Both sexes","2008","Western Pacific","80.5 [76.6-84.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kuwait","Both sexes","2008","Eastern Mediterranean","79.3 [76.4-82.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Kyrgyzstan","Both sexes","2008","Europe","46.6 [35.0-57.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lao People's Democratic Republic","Both sexes","2008","Western Pacific","14.8 [9.3-21.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Latvia","Both sexes","2008","Europe","53.6 [44.2-62.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lebanon","Both sexes","2008","Eastern Mediterranean","62.8 [59.5-66.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lesotho","Both sexes","2008","Africa","41.0 [32.8-50.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Liberia","Both sexes","2008","Africa","22.7 [14.5-33.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Libya","Both sexes","2008","Eastern Mediterranean","65.4 [61.6-68.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Lithuania","Both sexes","2008","Europe","56.9 [47.9-65.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Luxembourg","Both sexes","2008","Europe","56.7 [45.3-66.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Madagascar","Both sexes","2008","Africa","10.6 [7.5-14.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malawi","Both sexes","2008","Africa","20.6 [16.9-24.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malaysia","Both sexes","2008","Western Pacific","44.6 [39.8-49.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Maldives","Both sexes","2008","South-East Asia","40.7 [28.9-54.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mali","Both sexes","2008","Africa","21.0 [15.4-26.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Malta","Both sexes","2008","Europe","61.6 [51.1-70.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Marshall Islands","Both sexes","2008","Western Pacific","80.2 [75.6-84.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mauritania","Both sexes","2008","Africa","38.7 [30.7-46.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mauritius","Both sexes","2008","Africa","49.4 [40.4-57.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mexico","Both sexes","2008","Americas","69.1 [65.6-72.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Micronesia (Federated States of)","Both sexes","2008","Western Pacific","76.8 [71.6-81.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Monaco","Both sexes","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Mongolia","Both sexes","2008","Western Pacific","47.1 [43.3-50.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Montenegro","Both sexes","2008","Europe","54.6 [38.7-68.7]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Morocco","Both sexes","2008","Eastern Mediterranean","48.5 [41.7-55.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Mozambique","Both sexes","2008","Africa","22.7 [17.2-28.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Myanmar","Both sexes","2008","South-East Asia","18.8 [14.3-23.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Namibia","Both sexes","2008","Africa","34.6 [28.8-40.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nauru","Both sexes","2008","Western Pacific","92.8 [90.9-94.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nepal","Both sexes","2008","South-East Asia","9.3 [5.2-15.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Netherlands","Both sexes","2008","Europe","47.8 [43.0-52.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","New Zealand","Both sexes","2008","Western Pacific","64.1 [60.3-67.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nicaragua","Both sexes","2008","Americas","58.4 [50.4-65.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Niger","Both sexes","2008","Africa","13.7 [10.2-17.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Nigeria","Both sexes","2008","Africa","28.8 [22.7-35.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Niue","Both sexes","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Norway","Both sexes","2008","Europe","55.0 [49.2-60.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Oman","Both sexes","2008","Eastern Mediterranean","57.5 [50.1-63.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Pakistan","Both sexes","2008","Eastern Mediterranean","24.3 [16.4-33.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Palau","Both sexes","2008","Western Pacific","81.8 [73.0-88.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Panama","Both sexes","2008","Americas","61.2 [53.5-68.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Papua New Guinea","Both sexes","2008","Western Pacific","47.8 [41.3-54.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Paraguay","Both sexes","2008","Americas","50.5 [32.0-66.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Peru","Both sexes","2008","Americas","47.9 [43.5-52.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Philippines","Both sexes","2008","Western Pacific","26.9 [20.9-32.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Poland","Both sexes","2008","Europe","55.7 [51.5-59.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Portugal","Both sexes","2008","Europe","55.3 [49.5-60.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Qatar","Both sexes","2008","Eastern Mediterranean","72.1 [68.5-75.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Republic of Korea","Both sexes","2008","Western Pacific","30.6 [26.8-34.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Republic of Moldova","Both sexes","2008","Europe","49.2 [37.4-61.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Romania","Both sexes","2008","Europe","48.6 [39.1-57.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Russian Federation","Both sexes","2008","Europe","57.8 [54.4-61.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Rwanda","Both sexes","2008","Africa","20.3 [11.1-32.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Kitts and Nevis","Both sexes","2008","Americas","76.2 [71.6-80.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Lucia","Both sexes","2008","Americas","54.2 [41.5-65.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saint Vincent and the Grenadines","Both sexes","2008","Americas","57.8 [42.9-71.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Samoa","Both sexes","2008","Western Pacific","85.6 [82.1-88.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","San Marino","Both sexes","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Sao Tome and Principe","Both sexes","2008","Africa","36.9 [30.5-43.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Saudi Arabia","Both sexes","2008","Eastern Mediterranean","71.3 [68.3-74.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Senegal","Both sexes","2008","Africa","27.7 [20.2-36.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Serbia","Both sexes","2008","Europe","55.9 [51.5-60.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Seychelles","Both sexes","2008","Africa","57.7 [51.4-63.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sierra Leone","Both sexes","2008","Africa","27.5 [23.2-32.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Singapore","Both sexes","2008","Western Pacific","28.1 [23.8-32.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Slovakia","Both sexes","2008","Europe","58.4 [43.0-71.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Slovenia","Both sexes","2008","Europe","61.3 [46.3-73.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Solomon Islands","Both sexes","2008","Western Pacific","67.9 [62.3-72.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Somalia","Both sexes","2008","Eastern Mediterranean","21.5 [8.8-36.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","South Africa","Both sexes","2008","Africa","68.0 [64.6-71.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Spain","Both sexes","2008","Europe","58.2 [54.2-62.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sri Lanka","Both sexes","2008","South-East Asia","21.7 [17.0-26.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sudan","Both sexes","2008","Eastern Mediterranean","25.0 [10.8-40.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Suriname","Both sexes","2008","Americas","58.4 [43.6-71.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Swaziland","Both sexes","2008","Africa","50.3 [41.3-61.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Sweden","Both sexes","2008","Europe","50.0 [44.2-55.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Switzerland","Both sexes","2008","Europe","44.3 [36.0-52.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Syrian Arab Republic","Both sexes","2008","Eastern Mediterranean","66.4 [60.8-71.4]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tajikistan","Both sexes","2008","Europe","33.8 [20.4-47.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Thailand","Both sexes","2008","South-East Asia","31.4 [27.8-35.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","The former Yugoslav Republic of Macedonia","Both sexes","2008","Europe","52.8 [38.8-64.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Timor-Leste","Both sexes","2008","South-East Asia","13.4 [4.3-26.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Togo","Both sexes","2008","Africa","20.5 [11.1-32.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tonga","Both sexes","2008","Western Pacific","88.1 [85.2-90.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Trinidad and Tobago","Both sexes","2008","Americas","64.7 [53.7-73.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tunisia","Both sexes","2008","Eastern Mediterranean","55.9 [47.7-63.5]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Turkey","Both sexes","2008","Europe","63.6 [61.0-66.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Turkmenistan","Both sexes","2008","Europe","43.6 [30.4-56.6]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Tuvalu","Both sexes","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Uganda","Both sexes","2008","Africa","21.2 [12.1-33.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Ukraine","Both sexes","2008","Europe","51.8 [38.1-64.1]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Arab Emirates","Both sexes","2008","Eastern Mediterranean","72.0 [66.6-76.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Kingdom","Both sexes","2008","Europe","61.5 [58.6-64.3]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United Republic of Tanzania","Both sexes","2008","Africa","23.9 [16.4-31.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","United States of America","Both sexes","2008","Americas","69.4 [67.1-71.8]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Uruguay","Both sexes","2008","Americas","57.3 [51.3-63.0]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Uzbekistan","Both sexes","2008","Europe","48.1 [39.8-55.2]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Vanuatu","Both sexes","2008","Western Pacific","65.4 [59.1-70.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Venezuela (Bolivarian Republic of)","Both sexes","2008","Americas","67.5 [60.4-73.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Viet Nam","Both sexes","2008","Western Pacific","10.1 [7.1-13.9]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Yemen","Both sexes","2008","Eastern Mediterranean","45.7 [29.8-61.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 25 (age-standardized estimate)","20+","Zambia","Both sexes","2008","Africa","17.8 [13.5-22.7]","","","",""
"BMI ? 25 (age-standardized estimate)","20+","Zimbabwe","Both sexes","2008","Africa","29.4 [24.0-35.3]","","","",""

